0.00660707  -0.00377952  0.0133019  -0.283996  0.134342  0.0819747  
0.00664416  -0.00274564  0.0163602  -0.400296  0.0934326  0.10443  
0.0109441  -0.00179819  0.0161994  -0.340074  0.173456  -0.146957  
0.0143977  -0.00210215  0.0184839  -0.364779  0.0371383  0.392049  
0.0109463  -0.00242246  0.0143424  -0.267543  0.296218  -0.025061  
0.0162237  -0.00245152  0.0102759  -0.127928  0.261691  0.224651  
0.0154791  -0.000366611  0.00529582  0.0164089  0.271447  0.223761  
0.0145546  0.000687124  0.00396898  0.0395577  0.273498  0.292085  
0.0139755  -0.000463909  0.00600066  -0.0236246  0.00185704  0.510195  
0.00372685  0.000665001  0.0077151  -0.148974  0.177725  0.0957767  
0.00164776  -0.000304099  0.00664103  -0.193406  -0.165652  0.505635  
0.0110378  0.000659063  0.00422022  0.100458  -0.152288  0.993653  
0.00979237  -0.00118492  0.00906209  -0.0456051  0.384219  0.0638459  
0.0131665  -0.00163954  0.0117829  -0.173088  -0.205922  0.55406  
0.0151888  -0.00119857  0.0141638  -0.257582  0.262088  0.455686  
0.0151361  -0.000285028  0.0152592  -0.345818  0.0190179  0.534499  
0.0132017  -0.000285028  0.0173432  -0.472299  -0.0879455  0.342533  
0.0045062  0.000415044  0.0120763  -0.252668  0.225833  0.248362  
0.0101363  0.000882654  0.0121353  -0.257895  -0.142771  0.476281  
0.00470232  -0.000276717  0.0100029  -0.188036  -0.00277655  0.412693  
0.0115059  -0.00055578  0.00837267  -0.150497  0.0340627  0.473681  
0.0116368  -0.000998424  0.0128106  -0.299816  -0.0323321  0.556441  
0.0121926  -0.000322971  0.015228  -0.412695  1.2999e-05  0.496624  
0.0126612  0.000783947  0.0148424  -0.380199  0.136352  0.433259  
0.0117748  -0.00146125  0.0150344  -0.407215  -0.145828  0.544069  
0.00859745  -0.00138264  0.0137409  -0.360932  0.162982  0.210368  
0.00968487  -0.00189927  0.0141943  -0.361841  0.0737469  0.352922  
0.01134  -0.00214707  0.0141798  -0.387628  -0.026732  0.487852  
0.0107527  -0.00192726  0.0140315  -0.374172  0.0247045  0.487947  
0.0127254  -0.00214325  0.00979704  -0.249692  0.0241925  0.500677  
0.0132387  0.00178054  0.00531107  -0.111373  0.135142  0.456361  
0.0081654  -0.00279425  0.0116125  -0.283027  -0.161599  0.603882  
0.00406254  -0.0017388  0.008567  -0.246843  0.0803948  0.271003  
0.00925972  -0.00173648  0.0118639  -0.352144  -0.17187  0.41009  
0.00817268  -0.00185814  0.0100332  -0.285634  0.173097  0.264582  
0.00542067  -0.00129785  0.0117418  -0.297529  -0.103236  0.463323  
0.00460791  -0.0010071  0.0100247  -0.239443  -0.0665222  0.492235  
0.00386901  -0.00106713  0.00874149  -0.21813  -0.0700372  0.472088  
0.00267869  -0.000992706  0.0110315  -0.281341  -0.288307  0.641439  
0.00251398  -0.00161764  0.0114411  -0.321582  -0.202413  0.285216  
0.00224083  -5.61007e-05  0.00634801  -0.175618  0.30302  0.239036  
0.0110214  -0.000733926  0.00684142  -0.148263  0.0249233  0.392166  
0.0138141  -0.0017588  0.00644336  -0.128772  0.126181  0.395559  
0.010689  -0.00141878  0.00660899  -0.130693  0.0505144  0.403581  
0.00980995  -0.00128717  0.00668958  -0.127308  0.047107  0.431321  
0.00894165  -0.000946373  0.00716397  -0.156332  0.0188357  0.524272  
0.00895595  -0.000946373  0.0073752  -0.151107  0.0134032  0.54066  
0.00640596  -0.00111663  0.0110784  -0.248524  -0.225088  0.701092  
0.00433018  -0.000806132  0.00957065  -0.212609  0.0677309  0.525513  
0.00681943  -0.00102898  0.00990415  -0.225619  -0.0551166  0.631299  
0.0033408  -0.00101006  0.0106325  -0.256985  -0.110415  0.575298  
0.00253365  -0.000301587  0.0122473  -0.331319  -0.1234  0.568075  
0.0019898  1.40102e-05  0.0121921  -0.333755  -0.0756979  0.539237  
-0.00459519  -0.000452654  0.0134177  -0.367665  -0.0816387  0.45469  
-0.000989171  0.00187547  0.00447303  -0.132626  -0.377861  0.5052  
-0.0011175  0.00254635  0.00108555  -0.0388915  -0.0435078  0.430084  
-0.00559893  -0.000792849  0.00492666  -0.18457  0.053112  -0.00360716  
0.000486906  -0.000583595  0.00662578  -0.248575  -0.188065  0.36597  
0.00073573  -0.00125562  0.00489557  -0.192017  0.00410819  0.194437  
0.000251956  -0.000471534  0.00622267  -0.216925  -0.109136  0.389746  
0.000268953  -0.000369728  0.00665305  -0.220883  -0.0561757  0.382409  
0.000620252  -9.09279e-05  0.00711293  -0.232328  -0.0660713  0.348591  
-0.000189452  0.000498322  0.0084102  -0.23368  -0.137127  0.418005  
-0.00206868  0.000147529  0.0103229  -0.28337  -0.0422922  0.342819  
